"","navn","ministerpost","parti","start","stop","dod","regering","r_start","r_stop","time","p_start","p_stop","early","regering_lower","Nr","Regeringsnavn","Fra","Parti(er)","Til","Kaldenavn","url_add"
"961","Frode Nør Christensen"," Trafikminister "," (D)",1987-09-10,1988-06-03,NA,"Regeringen-Poul-Schlueter-II",1987-09-10,1988-06-03,0.730354068418364,1987-09-10,1988-06-03,0,"regeringen-poul-schlueter-ii",63,"Regeringen Poul Schlüter II","10. september 1987","Det Konservative Folkeparti, Venstre, Centrum-Demokraterne, Kristeligt Folkeparti","3. juni 1988 (0 år og 267 dage)","Firkløverregeringen","Regeringen-Poul-Schlueter-II"
"962","Anders Fogh Rasmussen"," Skatteminister "," (V)",1987-09-10,1988-06-03,NA,"Regeringen-Poul-Schlueter-II",1987-09-10,1988-06-03,0.730354068418364,1987-09-10,1988-06-03,0,"regeringen-poul-schlueter-ii",63,"Regeringen Poul Schlüter II","10. september 1987","Det Konservative Folkeparti, Venstre, Centrum-Demokraterne, Kristeligt Folkeparti","3. juni 1988 (0 år og 267 dage)","Firkløverregeringen","Regeringen-Poul-Schlueter-II"
"963","Agnete Laustsen"," Sundhedsminister "," (C)",1987-09-10,1988-06-03,NA,"Regeringen-Poul-Schlueter-II",1987-09-10,1988-06-03,0.730354068418364,1987-09-10,1988-06-03,0,"regeringen-poul-schlueter-ii",63,"Regeringen Poul Schlüter II","10. september 1987","Det Konservative Folkeparti, Venstre, Centrum-Demokraterne, Kristeligt Folkeparti","3. juni 1988 (0 år og 267 dage)","Firkløverregeringen","Regeringen-Poul-Schlueter-II"
"964","Laurits Tørnæs"," Landbrugsminister "," (V)",1987-09-10,1988-06-03,NA,"Regeringen-Poul-Schlueter-II",1987-09-10,1988-06-03,0.730354068418364,1987-09-10,1988-06-03,0,"regeringen-poul-schlueter-ii",63,"Regeringen Poul Schlüter II","10. september 1987","Det Konservative Folkeparti, Venstre, Centrum-Demokraterne, Kristeligt Folkeparti","3. juni 1988 (0 år og 267 dage)","Firkløverregeringen","Regeringen-Poul-Schlueter-II"
"965","Bernt Johan Holger Collet"," Forsvarsminister "," (C)",1987-09-10,1988-06-03,NA,"Regeringen-Poul-Schlueter-II",1987-09-10,1988-06-03,0.730354068418364,1987-09-10,1988-06-03,0,"regeringen-poul-schlueter-ii",63,"Regeringen Poul Schlüter II","10. september 1987","Det Konservative Folkeparti, Venstre, Centrum-Demokraterne, Kristeligt Folkeparti","3. juni 1988 (0 år og 267 dage)","Firkløverregeringen","Regeringen-Poul-Schlueter-II"
"966","Flemming Kofod-Svendsen"," Boligminister"," (Q)",1987-09-10,1988-06-03,NA,"Regeringen-Poul-Schlueter-II",1987-09-10,1988-06-03,0.730354068418364,1987-09-10,1988-06-03,0,"regeringen-poul-schlueter-ii",63,"Regeringen Poul Schlüter II","10. september 1987","Det Konservative Folkeparti, Venstre, Centrum-Demokraterne, Kristeligt Folkeparti","3. juni 1988 (0 år og 267 dage)","Firkløverregeringen","Regeringen-Poul-Schlueter-II"
"967","Poul Schlüter"," Statsminister  og "," (C)",1988-06-03,NA,"","Regeringen-Poul-Schlueter-III",1988-06-03,NA,NA,1988-06-03,NA,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"968","Uffe Ellemann-Jensen"," Udenrigsminister  og "," (V)",1988-06-03,NA,"","Regeringen-Poul-Schlueter-III",1988-06-03,NA,NA,1988-06-03,NA,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"969","Palle Simonsen"," Finansminister (til 30.10.1989)  og "," (C)",1988-06-03,1989-10-30,"30.10.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,1.40663223295155,1988-06-03,1989-10-30,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"970","Henning Dyremose"," Finansminister (fra 30.10.1989)  og "," (C)",1989-10-30,1989-10-30,"30.10.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,0,1988-06-03,1989-10-30,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"971","Niels Helveg Petersen"," Økonomiminister  og "," (B)",1988-06-03,NA,"","Regeringen-Poul-Schlueter-III",1988-06-03,NA,NA,1988-06-03,NA,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"972","Erik Ninn-Hansen"," Justitsminister (til 10.01.1989)  og "," (C)",1988-06-03,1989-01-10,"10.01.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,0.60389250692424,1988-06-03,1989-01-10,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"973","Hans Peter Clausen"," Justitsminister (fra 10.01.1989 til 05.10.1989)  og "," (C)",1989-01-10,1989-01-10,"10.01.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,0,1988-06-03,NA,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"974","Hans Engell"," Justitsminister (fra 05.10.1989)  og "," (C)",1989-10-05,1989-10-05,"05.10.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,0,1989-10-05,1989-10-05,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"975","Anders Fogh Rasmussen"," Skatteminister  og "," (V)",1988-06-03,NA,"","Regeringen-Poul-Schlueter-III",1988-06-03,NA,NA,1988-06-03,NA,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"976","Knud Enggaard"," Forsvarsminister  og "," (V)",1988-06-03,NA,"","Regeringen-Poul-Schlueter-III",1988-06-03,NA,NA,1988-06-03,NA,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"977","Bertel Haarder"," Undervisnings- og forskningsminister  og "," (V)",1988-06-03,NA,"","Regeringen-Poul-Schlueter-III",1988-06-03,NA,NA,1988-06-03,NA,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"978","Elsebeth Kock-Petersen"," Sundhedsminister (til 07.12.1989)  og "," (V)",1988-06-03,1989-12-07,"07.12.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,1.51074182199272,1988-06-03,1989-12-07,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"979","Ester Larsen"," Sundhedsminister (fra 07.12.1989)  og "," (V)",1989-12-07,1989-12-07,"07.12.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,0,1989-12-07,1989-12-07,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"980","Lars P. Gammelgaard"," Fiskeriminister (til 05.10.1989)  og "," (C)",1988-06-03,1989-10-05,"05.10.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,1.33813908226671,1988-06-03,1989-10-05,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"981","Kent Kirk"," Fiskeriminister (fra 05.10.1989)  og "," (C)",1989-10-05,1989-10-05,"05.10.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,0,1989-10-05,1989-10-05,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"982","Henning Dyremose"," Arbejdsminister (til 30.10.1989)  og "," (C)",1988-06-03,1989-10-30,"30.10.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,1.40663223295155,1988-06-03,1989-10-30,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
"983","Knud Erik Kirkegaard"," Arbejdsminister (fra 30.10.1989)  og "," (C)",1989-10-30,1989-10-30,"30.10.1989","Regeringen-Poul-Schlueter-III",1988-06-03,NA,0,1989-10-30,1989-10-30,NA,"regeringen-poul-schlueter-iii",64,"Regeringen Poul Schlüter III","3. juni 1988","Det Konservative Folkeparti, Venstre, Det Radikale Venstre","18. december 1990 (2 år og 198 dage)","KVR-regeringen","Regeringen-Poul-Schlueter-III"
